"user_pseudo_id;page_view;user_engagement;scroll;session_start;first_visit;view_item;view_promotion;add_to_cart;begin_checkout;select_item;view_search_results;add_shipping_info;select_promotion;add_payment_info;purchase;click;view_item_list"
"5483823.1238450945;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0"
"5526452.0939442506;12;11;8;2;1;12;0;0;0;0;0;0;0;0;0;0;0"
"5573749.5038412228;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"5590818.1300399364;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"5625121.4675055110;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"5675049.4653870299;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"5902469.1826225980;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"5939867.9444652619;43;32;15;3;0;34;2;3;0;8;0;0;0;0;0;0;0"
"5971159.4654603069;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0"
"6025665.9164616426;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"6082660.2788963827;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"6188019.6489970739;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"6206308.2249225522;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"6551745.1996358758;3;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"6557616.5056356625;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"6573651.8148732578;4;3;0;2;1;3;1;0;0;0;0;0;1;0;0;0;0"
"6632316.7691042834;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"6669675.2731063817;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"6677405.5914062062;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"6691401.4204651754;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"6752988.9094764148;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"6845026.9265909798;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"6909983.3587460662;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"6986242.9290740000;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7125402.3282247508;3;3;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0"
"7230629.3000368641;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7249829.5332422681;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7282980.1618504617;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7296143.9788936211;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7328385.8531198919;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7337057.8458510657;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0"
"7378365.3200618462;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7539168.6377361056;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7563940.4704773791;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0"
"7571591.2252996894;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7590431.5158983802;4;4;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0"
"7619660.1926752714;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0"
"7632282.4583223093;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7647965.3375754125;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7648870.7678345428;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7655715.7790559352;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7659668.5428867508;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7678566.2593327152;2;1;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0"
"7693264.8965824079;4;3;3;1;1;2;1;0;0;0;0;0;0;0;0;0;0"
"7706358.3006260249;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7728123.7470251630;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7762944.3334131595;9;8;0;1;1;3;3;0;1;0;0;1;0;0;0;0;0"
"7779366.1959172999;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7801321.1720717651;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7863847.8349646165;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7887088.5314358955;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0"
"7891835.0361958438;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"7926652.2374905030;3;3;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0"
"7947968.9444750809;12;12;6;2;1;1;0;0;0;0;1;0;0;0;0;0;0"
"7990585.7424694017;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"8050143.9852629375;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"8091548.3704240263;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"8123409.1868176190;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"8307559.0666666862;115;115;1;1;1;58;6;0;1;0;2;1;0;0;0;0;0"
"8343178.4027553585;2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0"
"8378969.2773903770;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0"
"8436909.2306482848;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0"
"8469042.0225221034;7;5;1;1;1;0;4;0;0;0;1;0;1;0;0;0;0"
"8477714.6488958587;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0"
"8524028.7294011591;39;38;15;1;1;16;3;0;1;0;0;1;0;0;0;0;0"
"8575323.3130087665;5;3;3;0;0;3;0;0;0;0;4;0;0;0;0;0;0"
"8929360.2992398776;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0"
"8947552.5025061649;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0"
"8960960.6718223107;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"9001396.4925983528;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"9002448.5941744535;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0"
"9121511.4487888681;4;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0"
"9190273.1133303520;7;8;3;4;1;0;1;0;0;0;0;0;0;0;0;0;0"
"9764982.6340018982;2;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0"
"9904989.7299941783;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0"
"10654869.7951561583;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"10845586.5506562236;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"10994954.6761491951;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"11155737.2005788658;2;2;0;1;1;4;1;0;0;0;0;0;0;0;0;0;0"
"11225547.4055754407;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0"
"11351107.8025696782;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"12120363.0262444166;12;12;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"12621690.6031463269;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0"
"12962189.7150274797;3;2;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0"
"13202884.0117319271;4;1;0;1;1;0;4;0;0;0;0;0;0;0;0;0;0"
"13551498.8569602645;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"16442702.5370055973;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"17427786.6102884864;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0"
"20209554.4780383849;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"20461775.6882607179;3;3;2;1;1;6;0;0;0;0;0;0;0;0;0;0;0"
"20958024.3004528659;2;1;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0"
"22202947.6724287862;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"22551907.4622077243;2;2;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0"
"23232347.1129461589;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"23343984.2355649026;6;3;3;1;1;2;2;0;0;0;0;0;0;0;0;0;0"
"23357350.4885719957;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"23521278.4288005805;37;34;16;4;0;18;3;0;0;0;0;0;0;0;0;0;0"
"24005163.6752722139;86;82;41;7;0;36;5;0;2;3;0;1;0;1;1;0;0"
"24094077.2364308823;6;6;4;2;0;0;2;0;0;0;0;0;0;0;0;0;0"
"24452693.5834536181;2;0;1;2;1;0;2;0;0;0;0;0;0;0;0;0;0"
"24761923.2308118811;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"25349245.1363557366;7;7;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0"
"25413506.4176918525;3;3;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0"
"25537440.6820244737;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"26417285.6727223920;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"27037705.7050510118;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"27398094.8921216869;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0"
"27547814.0753925253;6;6;2;3;0;0;3;0;0;0;0;0;0;0;0;0;0"
"27862393.2120718715;13;12;7;3;0;10;1;0;0;0;0;0;0;0;0;0;0"
"28526969.3400049433;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"28976021.9554449601;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"29079543.0138998066;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"29525076.1899946492;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"29683641.9937190917;3;2;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0"
"29864210.2879849359;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"29998279.6440077858;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"30207548.9120901612;7;6;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0"
"31028915.0120867862;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"32409942.9950479928;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"32858580.1888191291;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"33062311.5430255284;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0"
"33188095.4693552074;3;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0"
"33600049.7075667879;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0"
"33668373.3594442186;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"33868705.6677567486;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0"
"33986706.5458479640;2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0"
"34465133.1703512969;5;5;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0"
"34522021.4983290839;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"34967180.0988363287;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"35072274.7349928063;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"35340627.2977802035;15;1;0;12;1;3;0;0;0;0;0;0;0;0;0;0;0"
"35887040.1028150351;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0"
"36021208.3153316893;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"36280932.4824852578;4;3;1;1;1;2;1;0;0;0;0;0;1;0;0;0;0"
"36809241.9502890323;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"36884280.6831843035;3;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"37047996.7941380153;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"37267771.0188992126;9;9;4;1;1;2;2;0;0;0;0;0;0;0;0;0;0"
"37354186.4524039509;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"37618390.1695489688;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"37664298.2224956397;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"37745508.1065830765;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"37778093.4104211395;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0"
"38110139.5554764441;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"38302226.0909423110;16;16;8;2;0;4;4;0;1;0;0;1;0;0;0;0;0"
"38598950.4343095398;3;3;0;2;1;3;1;0;0;0;0;0;0;0;0;0;0"
"39010659.2198063452;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0"
"39082965.2355112771;2;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0"
"39115797.0999320779;2;2;0;2;1;1;1;0;0;0;0;0;1;0;0;0;0"
"39638573.8066327998;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"39846366.8471389016;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0"
"40009389.1184822103;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0"
"40133145.2470810750;1;1;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0"
"40141040.7891712704;3;3;0;4;1;0;2;0;0;0;0;0;0;0;0;0;0"
"40384717.5885195361;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"40407968.4382590751;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"40883788.4797494562;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0"
"41010180.0660159324;3;2;3;2;0;0;1;0;0;0;0;0;0;0;0;0;0"
"41143512.2324081194;2;0;0;1;1;15;0;0;0;0;0;0;0;0;0;0;0"
"41228385.3450536904;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0"
"41284099.8842506072;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"41493131.2547966837;1;2;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0"
"41904644.7032979505;65;64;23;4;0;31;3;0;1;0;0;1;0;1;2;0;0"
"42019345.2244705638;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"42858445.4465967673;4;4;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0"
"43214832.6452185112;18;18;9;1;1;9;3;0;0;0;1;0;0;0;0;0;0"
"43275647.7672628410;5;4;1;1;1;0;2;0;0;0;1;0;0;0;0;0;0"
"43975819.3406717222;3;3;1;2;1;3;0;0;0;0;0;0;0;0;0;0;0"
"44186608.0924722076;7;7;4;2;1;4;1;0;0;0;0;0;0;0;0;0;0"
"44402111.7363566753;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"44489978.7471874137;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0"
"44594246.1799223262;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0"
"45411731.4146870918;2;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0"
"45473624.1023516518;84;83;46;9;0;31;8;0;3;0;2;3;0;7;1;0;0"
"45731226.5857224988;8;8;4;1;1;0;4;0;0;0;0;0;0;0;0;0;0"
"45924720.7067267201;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"46493436.5365312307;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0"
"46936028.4346799333;23;23;13;1;1;12;3;0;0;0;0;0;0;0;0;0;0"
"47705431.7102443639;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"48354296.6566667124;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"48710142.0129389332;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0"
"49319324.3528520896;20;18;2;5;0;1;3;0;0;0;0;0;0;0;0;0;0"
"49354831.3202999255;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"49719316.4262356287;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"49817487.7577680951;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"49895276.7665402280;1;1;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0"
"51093675.3108899856;2;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0"
"51498250.7766802002;2;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0"
"51584279.2370262043;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"51708202.5657045895;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0"
"51714959.0035672229;39;29;12;7;0;0;11;0;4;0;0;4;0;0;0;0;0"
"51844922.3878086770;2;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0"
"52187814.6448294320;17;17;11;1;1;8;1;0;1;0;0;1;0;1;0;0;0"
"52524530.4560439364;5;5;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0"
