user_pseudo_id,session_start,first_visit,page_view,scroll,click,view_search_results,file_download,user_engagement,view_item,view_promotion,add_to_cart,select_item,begin_checkout,view_search_results_1,add_shipping_info,select_promotion,add_payment_info,purchase
1497533.5401840999,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1501576.9364926545,1,1,9,4,0,0,0,8,1,3,1,0,2,0,1,0,0,0
1535167.7253396603,2,1,8,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0
1589082.0055342311,2,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1589802.0848957019,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1599421.7456589972,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641718.1827318271,1,1,9,5,0,0,0,4,4,3,0,2,0,0,0,0,0,0
1666289.0491054640,3,1,9,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1692901.4995507961,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702887.4983716784,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1703919.4646231454,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1726890.4850372387,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1784554.8815392238,2,1,7,1,0,0,0,4,1,4,0,0,0,0,0,0,0,0
1813715.0111981731,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1831582.4024109304,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1870236.6974654106,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1876366.9013929784,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1897885.7394897127,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1911603.5366562575,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1921790.3841626840,1,1,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
1930431.9986195199,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1933961.7391321676,1,1,5,3,0,0,0,4,37,0,0,0,0,0,0,0,0,0
1961495.7303507375,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1963289.1576325664,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1975195.9252542776,1,1,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1978333.9755629003,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994826.9842116467,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1998779.5364049044,2,1,3,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
2005556.6887641261,1,1,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2008657.8459910405,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016047.2054868751,0,0,4,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0
2049536.9385171833,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2069494.3284404652,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2081240.8078085855,2,0,29,13,0,0,0,22,10,3,1,4,4,0,2,0,2,1
2110330.3279648754,1,1,4,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0
2134226.3261934079,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2185686.6128539244,2,1,5,1,0,0,0,5,2,1,0,0,0,0,0,0,0,0
2190454.4378511144,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2194458.9024491509,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2241563.5848441478,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2265212.4433501976,2,0,10,2,0,0,0,8,4,0,1,0,0,0,0,0,0,0
2285168.1207464336,1,1,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2351504.9523399855,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2386944.2541588247,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2401852.4203331293,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2404616.5521353447,11,1,48,24,0,0,0,33,15,14,2,4,3,0,1,3,0,0
2426359.1658980005,1,0,21,9,0,0,0,13,10,1,1,5,3,0,1,0,1,0
2428398.3244327900,3,1,12,4,0,0,0,5,0,2,0,0,0,0,0,0,0,0
2430276.5967177984,2,1,5,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2445188.0327038206,2,0,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2454569.3924469382,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2465351.1102580263,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2469054.2677783936,3,1,10,2,0,0,0,9,3,1,0,0,0,0,0,0,0,0
2482033.0618501595,1,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2482366.8136567248,3,1,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
2521382.3186727689,8,1,34,7,0,0,0,20,10,3,0,4,0,0,0,0,0,0
2540050.0768877438,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2543409.1052866591,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544575.3578502628,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2563982.7084295364,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2572363.3163015753,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2580832.7924629024,2,1,6,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0
2581044.1409968870,4,0,10,1,0,0,0,6,8,2,3,0,0,0,0,0,0,0
2607493.4316172799,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2661743.4820233827,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2692802.9082430722,2,1,11,6,0,0,0,7,3,0,0,1,0,0,0,0,0,0
2698573.0044140765,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2728379.8656743608,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2773977.9065305537,1,1,5,3,0,0,0,4,2,0,0,0,0,0,0,0,0,0
2786761.4014601890,1,1,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
2795260.3854893541,3,1,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2813810.2509705560,4,1,10,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2814383.1930395802,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2826541.1688129194,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2834778.2801970929,3,0,4,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2846166.9501026489,1,1,5,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2889593.9331898872,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2889664.6553967742,1,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2924256.8624315832,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2951572.1385413907,1,0,16,5,0,0,0,9,3,2,0,0,0,0,0,0,0,0
2979075.8636949118,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2997617.8478421258,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3000429.8783626137,2,1,5,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0
3002316.0635813069,1,1,37,9,0,0,0,27,8,1,0,1,0,0,0,0,0,0
3012867.6211452526,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3052516.8020666468,3,1,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
3064545.8757542181,2,1,23,11,0,0,0,19,4,2,4,0,2,0,1,0,2,1
3082259.5954933136,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3099993.6152588623,2,1,31,18,0,0,0,23,25,0,5,6,0,0,0,0,0,0
3159272.0331156599,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3172126.1791333340,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3175313.6545107515,8,1,9,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0
3216749.4362430542,1,1,5,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0
3235330.3477767428,3,1,5,2,0,0,0,4,18,1,0,0,0,0,0,0,0,0
3237029.4682941560,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3242458.3843458494,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3243830.6676846697,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3276719.1805330111,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3283983.5628099154,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3284820.7346655271,2,1,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
3291691.7304909827,1,1,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3311699.3406158370,1,1,7,1,0,0,0,6,1,1,0,0,0,0,0,0,0,0
3317564.6229554829,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3350910.0858421688,2,1,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
3353488.8643189151,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3360012.5047204389,6,1,13,4,0,2,0,7,1,3,0,0,0,2,0,0,0,0
3365043.9400547971,1,0,4,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0
3414099.2722799289,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3428729.8026996241,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3433925.3487747689,1,0,6,4,0,3,0,3,0,1,0,0,0,3,0,0,0,0
3434726.3096808819,1,1,3,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0
3529627.2017610906,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3559211.4331685084,1,1,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
3565498.8370699703,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3566428.4198983130,3,1,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3567546.4796923682,1,1,9,4,0,0,0,6,3,0,0,1,0,0,0,0,0,0
3577198.3654081165,3,1,49,24,0,0,0,34,10,2,0,3,18,0,9,0,6,3
3608184.1610333439,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3629699.8203040716,1,1,3,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
3654940.2782423134,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3680421.4213771360,6,0,70,34,0,0,0,63,103,5,26,0,4,0,2,0,1,1
3686875.7509929253,1,0,6,4,0,0,0,4,2,1,0,0,0,0,0,0,0,0
3713553.9272136293,1,1,3,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0
3714024.4192077829,1,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3733163.6424116574,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3764551.7163692084,1,1,11,5,0,0,0,8,7,0,4,1,0,0,0,0,0,0
3764843.3679603529,1,1,16,6,0,0,0,11,16,0,0,2,0,0,0,0,0,0
3769787.8405716139,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3801787.0833617335,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3822089.2444794694,1,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3829550.1444647588,2,1,6,1,0,3,0,4,4,1,1,0,0,3,0,0,0,0
3842906.8770310446,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3844301.9358643114,1,1,22,8,0,0,0,12,4,4,0,1,0,0,0,0,0,0
3853053.2270218569,1,0,3,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
3875600.0549534343,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3877234.0827492503,1,1,9,6,0,0,0,6,1,3,1,0,0,0,0,0,0,0
3941728.0731418573,1,1,7,3,0,1,0,5,1,0,0,0,0,1,0,0,0,0
3966575.0110362999,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3966892.4792604266,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3969953.0971832701,5,1,46,14,0,1,0,34,25,3,7,4,0,1,0,0,0,0
3972437.8322321280,1,1,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
3988973.9485809124,1,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3995365.2027123355,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4029611.0776501299,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4050021.8134717187,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4068255.4165086336,2,1,24,17,0,0,0,15,0,2,0,0,0,0,0,0,0,0
4069502.1577358598,4,0,8,2,0,0,0,6,4,1,0,0,0,0,0,0,0,0
4071530.1003015666,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4076512.7922063793,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4091255.3051719677,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4093251.8247861613,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4099932.6726549840,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4122967.7212202115,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4162640.8224038289,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4162741.6902885229,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4162813.2667450319,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4164528.0396155886,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4177632.9870770150,6,0,32,11,0,0,0,19,11,7,2,4,0,0,0,0,0,0
4180507.5795019203,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4183164.5184898316,0,0,11,3,0,0,0,11,2,1,0,1,3,0,1,0,0,0
4205366.2704658968,6,1,33,13,0,0,0,24,13,5,0,1,3,0,1,0,1,1
4222830.9802689196,7,1,24,10,0,0,0,8,7,0,0,0,0,0,0,0,0,0
4240421.4103171341,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4245239.3235094662,2,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4281797.4437289629,3,1,20,6,0,0,0,15,2,4,3,0,0,0,0,0,0,0
4284184.3688859061,1,0,3,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0
4292338.4553650467,1,1,7,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0
4301841.2525714906,1,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4312768.6364105407,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4348727.7446211007,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4378215.8693540662,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4380075.0438214550,1,1,8,7,0,0,0,5,2,1,0,1,0,0,0,0,0,0
4389831.8508135471,3,1,45,31,0,0,0,35,32,2,21,1,4,0,2,0,2,1
4390167.7856695844,1,1,11,4,0,0,0,8,3,1,1,1,3,0,1,0,0,0
4402293.5052458657,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4413922.7891011169,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4432342.1894444043,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4461981.2330069378,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4480601.7512984672,2,1,6,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0
4498495.9377087904,1,1,4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4512165.3739579577,1,1,8,4,0,0,0,7,1,0,0,0,0,0,0,0,0,0
4526003.7763568584,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4540733.9669650225,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4550220.8430301462,3,1,45,19,0,0,0,33,11,8,0,2,0,0,0,0,0,0
4588411.8000497478,2,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4600954.1067869263,1,1,8,3,0,3,0,5,1,1,0,0,0,3,0,0,0,0
4610248.7238000582,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4613095.2286946211,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4635048.9350683408,2,0,22,12,0,0,0,18,11,3,10,0,2,0,1,1,4,1
4650345.2356637239,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4683719.3414869128,7,0,14,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0
4688259.1252236821,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4721521.8123795113,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4722504.8890083679,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4725392.7457138084,1,1,4,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
4738299.0356923102,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4755037.5658634587,2,1,10,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0
4763130.4790008801,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4764323.7818359308,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4791470.5240094491,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4801853.6554158598,2,1,7,3,0,0,0,4,0,2,0,0,0,0,0,0,0,0
4818091.6353538724,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4880167.1950316831,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4905559.4774668294,1,1,8,4,0,0,0,6,4,0,0,1,0,0,0,0,0,0
4921828.1016215010,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4928088.2289233585,1,1,12,8,0,1,0,9,1,0,0,0,0,1,0,0,0,0
4955021.2518030094,1,1,4,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0
4958525.8322815280,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4989616.9160872662,2,1,12,3,0,0,0,7,1,0,1,0,4,0,2,0,1,0
4993780.7365912427,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5005287.0666626264,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5057204.1694191207,2,1,11,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0
5061235.2540545378,1,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5070255.4736820821,2,1,6,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0
5092288.7925969410,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5100356.1727471762,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107942.1768070238,4,0,35,13,0,1,0,23,23,2,0,5,2,1,1,0,1,1
5113623.8537025436,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5121781.3558956458,1,1,25,6,0,4,0,16,9,6,1,1,0,4,0,2,0,0
5171848.5405961032,3,0,28,14,0,0,0,21,11,4,5,1,2,0,1,1,1,1
5200672.1044309349,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5247045.3321411478,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5265333.3179275635,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5306426.6041119070,4,1,14,6,0,0,0,8,0,3,0,0,0,0,0,0,0,0
5313717.0389738744,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5319351.8421806483,1,0,6,3,0,0,0,4,0,2,0,0,0,0,0,0,0,0
5355644.6371303974,1,1,4,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0
5391124.2506471189,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5438828.7865644478,1,1,4,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0
5470823.0388970633,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5483228.8156096689,2,1,3,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0
5492121.7633097709,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5500621.9598882331,2,1,8,3,0,1,0,4,0,3,0,0,0,1,0,1,0,0
5543426.9694672060,2,1,7,1,0,0,0,3,2,0,0,1,0,0,0,0,0,0
5555707.4140174210,5,0,15,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0
5560743.4631271641,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5566202.2488538397,2,1,7,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0
5571010.4568915926,1,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5628368.0404548476,1,1,5,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0
5628598.7068787724,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5629110.6105780760,1,1,3,2,0,0,0,2,7,0,0,0,0,0,0,0,0,0
5639598.2529035643,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5668888.8897101783,3,1,6,2,0,0,0,3,2,1,0,0,0,0,0,0,0,0
5700983.0868308364,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5712045.3025454350,3,1,30,17,0,0,0,20,2,5,0,0,4,0,2,0,2,1
5724323.7589666977,2,1,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
5728939.4115318578,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5729144.5358438800,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5732933.0529464890,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5740733.7767458913,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5748727.1502236045,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5762284.1219633284,3,0,22,6,0,0,0,16,20,3,12,2,0,0,0,1,0,0
5768779.5617050575,3,0,6,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
5782937.8727446375,1,1,4,3,0,0,0,1,0,2,0,0,0,0,0,1,0,0
5787844.5738816242,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5802302.7348150797,1,1,3,2,0,0,0,1,0,2,0,0,0,0,0,1,0,0
5849566.1466313217,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5864603.2060539457,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5869833.6216876803,1,1,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
5872757.6898677260,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5952423.8449368332,1,1,3,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0
5999506.3217850910,1,0,12,8,0,1,0,12,4,1,1,0,0,1,0,0,0,0
6002173.8164015450,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6016541.5500436728,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6018766.7853132562,2,1,7,1,0,1,0,4,6,3,2,0,0,1,0,1,0,0
6030784.8812852871,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6040236.2084521487,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6047530.4217829679,1,1,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6067013.9206950229,1,1,6,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0
6088350.5428649393,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6095929.7391043675,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6102758.3041198440,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6167892.8692132186,1,1,21,9,0,0,0,13,14,1,0,6,0,0,0,1,0,0
